cell_id,CD3D,CD3E,TRAC,IL7R,CCR7,GZMB,NKG7,PDCD1,LAG3,MS4A1,CD79A,CD79B,BANK1,MZB1,XBP1,JCHAIN,LYZ,LST1,S100A8,S100A9,FCN1,IL1B,TNF,MKI67,TOP2A,STMN1,ACTB,GAPDH,RPLP0,B2M,MALAT1
Cell_0398,0,1,0,0,0,0,0,1,0,8,7,11,2,0,0,0,2,0,0,0,0,0,0,1,1,1,1,2,0,1,2
Cell_0399,0,0,0,0,0,0,1,0,0,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2
Cell_0400,0,0,0,0,0,0,0,0,1,5,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3
Cell_0401,0,0,0,0,0,0,1,1,0,10,5,11,3,0,1,0,1,0,0,0,1,0,0,1,0,2,2,2,2,3,5
Cell_0402,0,0,1,0,0,0,1,1,2,7,4,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,2
Cell_0403,0,0,0,0,0,0,1,1,0,7,1,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2
Cell_0404,0,0,0,0,0,1,2,0,0,6,7,14,14,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,2,1
Cell_0405,1,0,0,0,0,0,1,1,2,7,2,7,0,0,0,0,3,0,0,0,1,0,0,2,0,1,1,1,1,1,2
Cell_0406,0,0,0,1,0,0,3,0,1,5,3,6,3,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Cell_0407,1,0,0,0,0,1,1,1,3,10,7,10,6,0,0,0,1,0,0,1,1,0,0,3,1,0,2,3,2,2,3
Cell_0408,0,0,0,0,0,0,3,2,1,4,3,9,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,3,2
Cell_0409,0,0,0,0,0,0,1,0,3,8,6,8,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,5,2,3
Cell_0410,0,1,0,0,0,0,2,3,2,10,9,4,6,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,2,0,1
Cell_0411,0,0,1,0,0,0,0,1,0,2,5,8,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2
Cell_0412,0,0,0,0,0,0,1,0,0,1,9,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,1
Cell_0413,0,0,0,0,0,0,1,1,0,7,10,6,4,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,2,0
Cell_0414,0,0,0,0,0,0,4,0,2,7,14,10,11,2,0,0,3,0,0,1,0,0,0,1,0,1,3,6,2,2,3
Cell_0415,0,0,0,0,0,0,1,1,2,8,7,4,11,2,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,1,2
Cell_0416,0,0,1,0,0,0,1,0,0,9,4,4,3,2,1,0,0,0,0,1,1,0,0,1,0,1,1,2,0,2,3
Cell_0417,1,1,0,0,0,0,1,0,1,4,4,2,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Cell_0418,0,0,0,0,0,0,1,0,1,4,6,3,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,3,2,0
Cell_0419,0,0,1,0,0,0,3,0,1,6,6,8,9,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1
Cell_0420,0,0,0,0,0,0,2,1,0,3,6,7,6,1,0,0,0,0,0,0,1,0,0,2,0,0,1,5,0,1,0
Cell_0421,0,0,0,0,0,2,1,0,2,9,6,7,11,1,0,0,1,0,0,0,0,2,1,0,2,0,1,3,0,2,2
Cell_0422,0,0,1,0,0,0,1,0,0,3,5,13,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,1,0
Cell_0423,0,1,0,0,0,0,1,0,1,6,9,9,3,1,0,0,1,0,0,1,1,0,1,0,2,1,3,3,1,4,5
Cell_0424,0,0,0,0,0,0,0,1,2,1,4,5,7,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,2,0,1
Cell_0425,0,0,0,0,0,0,1,0,1,5,4,4,3,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
Cell_0426,0,0,1,0,0,0,1,0,1,4,5,6,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,1,3,2
Cell_0427,0,0,0,0,0,0,1,0,0,11,13,4,8,2,0,0,0,0,0,0,1,1,1,0,1,0,3,2,2,0,2
Cell_0428,0,0,1,1,0,0,1,1,2,6,7,4,2,0,0,0,0,0,0,0,1,0,0,1,1,1,3,2,2,1,4
Cell_0429,0,0,0,0,0,1,0,1,0,6,4,3,5,0,0,0,2,0,0,1,1,0,2,1,0,0,2,3,2,1,2
Cell_0430,0,0,1,0,0,0,2,0,2,5,2,5,4,1,0,1,0,0,0,0,0,0,1,2,1,0,5,1,2,2,1
Cell_0431,0,0,0,0,0,1,1,0,1,10,3,5,10,0,0,0,2,0,0,0,1,1,0,1,0,0,1,3,0,0,0
Cell_0432,0,0,0,0,0,0,0,0,0,5,4,5,6,2,0,1,0,0,0,1,0,0,0,2,1,0,0,1,1,0,4
Cell_0433,0,0,0,0,0,0,0,0,1,7,6,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2
Cell_0434,0,0,0,0,0,1,1,0,3,5,3,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,0
Cell_0435,0,0,0,0,0,2,0,1,0,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,1
Cell_0436,0,0,0,0,0,0,1,2,2,8,11,7,8,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,3
Cell_0437,1,0,0,0,0,0,2,0,0,6,2,4,9,0,0,0,2,0,0,0,1,2,0,1,0,0,3,2,0,1,3
Cell_0438,0,0,0,0,0,0,0,0,1,5,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,2,1
Cell_0439,0,1,1,0,0,0,3,0,3,6,5,12,6,1,0,1,1,0,0,0,2,0,1,2,0,0,0,1,2,1,2
Cell_0440,0,0,0,0,0,0,2,0,2,3,3,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1
Cell_0441,1,0,0,0,0,0,0,1,1,6,6,4,5,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2
Cell_0442,0,0,0,0,0,0,1,0,2,8,3,5,3,1,1,0,1,0,0,0,0,1,0,0,0,0,5,1,1,1,1
Cell_0443,0,0,0,0,0,0,0,0,0,5,3,4,2,0,0,0,1,0,0,0,1,0,0,2,1,1,4,1,1,1,2
Cell_0444,0,0,0,0,0,1,0,2,0,3,3,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Cell_0445,0,0,0,1,0,0,1,0,2,6,5,9,9,1,0,0,0,0,2,0,0,0,0,2,0,1,1,3,0,3,3
Cell_0446,0,0,0,0,0,0,1,1,0,5,4,5,3,0,2,0,1,0,1,0,0,0,0,1,0,0,3,3,0,1,3
Cell_0447,1,0,0,0,1,0,2,1,1,9,11,11,3,0,0,0,4,0,0,0,0,0,1,1,1,1,4,1,1,4,0
Cell_0448,0,0,1,0,0,0,0,1,2,8,11,2,11,0,0,0,1,0,0,0,0,1,1,1,1,0,2,2,3,1,1
Cell_0449,0,0,0,0,0,0,1,0,1,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0
Cell_0450,0,0,0,0,0,0,1,0,0,12,5,3,4,1,0,0,1,0,0,0,1,1,0,1,0,0,2,1,2,1,2
Cell_0451,1,0,0,0,0,0,1,0,0,8,6,7,4,1,0,0,2,0,0,0,0,0,0,0,1,0,2,1,2,2,0
Cell_0452,0,0,0,1,0,0,0,2,1,8,6,10,3,0,1,0,1,0,0,0,0,1,0,1,2,1,5,0,0,1,1
Cell_0453,1,0,1,0,0,0,0,0,0,5,8,9,3,0,0,0,1,0,1,0,0,0,0,1,1,0,3,2,0,2,2
Cell_0454,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,0,0,0,2,0,0,0,0,1,0,0,2,3,2,1,1
Cell_0455,0,0,0,0,0,0,1,0,0,7,7,4,8,1,0,0,2,0,0,0,0,0,0,1,0,1,3,1,2,1,0
Cell_0456,0,0,2,0,0,0,1,0,0,6,2,7,6,0,1,0,2,0,0,0,0,0,0,0,1,1,2,2,2,0,2
Cell_0457,0,0,0,1,0,0,1,0,1,8,5,7,5,0,1,0,1,0,1,0,1,0,1,0,0,0,3,0,2,2,1
Cell_0458,0,0,0,0,0,0,2,0,4,7,4,5,6,1,0,0,0,0,0,1,1,0,0,0,0,0,2,7,4,0,4
Cell_0459,0,0,0,0,0,0,0,0,1,4,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,1
Cell_0460,1,0,1,0,0,0,0,1,2,9,7,6,5,1,0,0,2,0,0,1,1,1,0,1,1,2,3,3,3,2,4
Cell_0461,1,0,0,0,0,1,0,0,1,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Cell_0462,0,0,0,0,0,0,0,0,3,10,3,11,7,0,0,1,2,0,0,0,3,0,0,2,0,0,4,2,3,0,4
Cell_0463,0,0,0,0,0,0,3,0,5,11,19,12,12,3,1,0,1,0,2,0,0,1,1,2,5,2,4,3,3,4,2
Cell_0464,0,0,0,0,0,0,1,0,1,6,5,7,11,2,0,1,0,0,0,0,0,0,0,0,2,1,1,4,2,0,2
Cell_0465,0,0,0,1,1,0,0,1,0,6,10,8,9,0,0,0,1,0,1,1,1,1,0,1,0,1,4,1,2,1,5
Cell_0466,0,0,0,0,0,0,2,0,1,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0
Cell_0467,0,0,0,0,0,0,1,2,2,4,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,2,1,0
Cell_0468,0,0,0,0,0,0,1,1,0,5,4,19,10,1,0,0,0,0,0,0,0,1,1,1,0,0,3,3,2,4,3
Cell_0469,0,0,0,0,0,0,0,1,0,2,13,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,3,3,2
Cell_0470,0,0,0,0,0,2,1,1,1,13,7,6,4,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,4,5
Cell_0471,1,1,0,0,0,0,2,0,3,10,10,6,3,0,0,0,3,0,0,0,1,0,0,3,1,1,1,4,3,2,3
Cell_0472,0,0,0,0,0,0,0,0,2,6,3,2,3,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,0,0
Cell_0473,0,0,0,0,0,0,1,0,3,11,5,5,9,0,0,0,1,0,0,0,1,0,1,1,0,0,2,4,1,2,1
Cell_0474,0,0,0,0,0,0,1,1,2,4,5,11,7,0,0,0,2,0,0,1,0,0,0,0,1,3,0,0,2,2,2
Cell_0475,0,0,1,2,0,0,0,0,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,2,3,1,2
Cell_0476,0,0,0,0,0,1,1,0,2,4,5,8,9,1,1,0,2,0,0,0,0,2,0,1,2,0,1,1,3,3,2
Cell_0477,0,0,0,0,0,0,5,0,2,12,4,9,7,0,1,0,2,0,0,0,0,0,0,3,3,1,2,0,1,2,3
Cell_0478,0,0,1,0,0,0,1,0,1,4,6,5,9,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2
Cell_0479,1,0,0,0,0,0,0,1,1,8,8,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,1,2,1
Cell_0480,0,1,0,0,0,1,0,0,0,6,9,11,7,1,0,0,0,0,0,0,0,1,0,4,2,0,1,1,0,1,3
Cell_0481,0,0,0,1,0,0,0,1,2,9,8,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,2,3
Cell_0482,0,0,0,0,0,0,2,0,1,2,10,9,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,3
Cell_0483,0,0,0,0,0,0,1,0,0,4,4,9,6,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,2
Cell_0484,0,0,0,0,0,0,2,3,0,3,5,6,7,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,1,0,0
Cell_0485,0,0,0,0,1,0,2,0,0,9,6,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1
Cell_0486,0,0,0,0,0,0,0,1,1,8,4,7,6,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,4,0,0
Cell_0487,0,0,0,0,0,0,1,0,5,7,12,12,9,1,1,1,1,0,0,0,0,3,0,2,0,4,3,2,1,3,8
Cell_0488,0,1,0,0,0,0,2,2,2,5,8,4,10,1,0,0,1,0,0,0,0,0,1,1,0,0,3,4,3,1,1
Cell_0489,0,0,0,0,0,0,1,1,1,4,5,6,4,0,0,0,2,0,0,1,2,0,0,0,0,0,2,2,1,1,0
Cell_0490,0,0,0,0,0,0,1,1,2,10,5,6,4,1,0,0,1,0,1,0,1,0,2,3,0,0,3,1,1,2,2
Cell_0491,0,0,0,1,1,2,2,0,3,11,12,15,12,1,1,0,0,0,0,1,1,0,0,2,1,1,2,7,1,4,2
Cell_0492,0,0,0,0,0,0,0,1,1,5,3,3,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
Cell_0493,0,0,1,1,0,0,0,1,0,9,7,9,8,1,1,0,2,0,0,0,0,0,0,1,3,0,2,6,3,1,3
Cell_0494,0,0,0,0,0,0,0,0,2,10,8,11,3,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1,1,5
Cell_0495,0,0,0,0,0,0,4,2,1,11,7,3,5,2,0,0,1,0,0,0,0,0,0,1,1,0,3,6,1,3,2
Cell_0496,0,0,0,0,0,0,0,0,1,6,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,2,0
Cell_0497,0,0,0,0,1,0,1,0,1,8,10,4,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,5,3,0,1
Cell_0498,0,0,0,0,0,0,0,0,1,4,8,3,7,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,0,2,1
Cell_0499,0,0,0,0,0,0,1,0,0,5,3,7,4,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,1,0,1
Cell_0500,0,0,0,0,0,0,1,0,0,9,2,2,2,1,0,0,0,0,0,0,0,0,0,2,0,3,1,2,1,1,2
Cell_0501,0,0,0,0,0,0,0,1,1,8,11,9,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
Cell_0502,0,0,0,0,0,0,1,0,0,10,9,10,8,0,0,1,3,0,0,0,0,0,1,1,0,0,3,2,6,2,4
Cell_0503,0,0,0,0,0,0,1,1,2,14,4,10,7,1,0,0,0,0,0,0,1,0,1,3,2,0,2,2,1,0,0
Cell_0504,2,1,0,0,0,1,2,1,2,9,8,4,12,0,2,0,1,0,1,0,1,0,3,2,1,0,2,1,1,4,2
Cell_0505,0,2,0,0,0,0,3,0,2,6,12,10,10,1,2,0,1,0,0,1,1,0,1,2,0,0,2,12,2,1,4
Cell_0506,0,0,0,0,0,0,2,0,5,4,4,7,4,1,0,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,3
Cell_0507,0,0,0,0,0,0,1,0,1,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
Cell_0508,1,0,0,0,0,0,0,0,2,3,3,4,4,0,1,0,2,0,0,0,0,0,0,0,0,0,4,2,1,2,1
Cell_0509,0,0,1,0,0,0,0,2,1,4,3,5,6,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2,2,0
Cell_0510,0,0,0,0,0,0,1,0,0,4,5,4,8,1,0,1,2,0,0,0,0,0,1,2,1,0,0,2,1,0,1
Cell_0511,0,0,0,0,0,0,1,0,3,4,7,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Cell_0512,0,0,1,0,0,1,0,1,2,13,5,7,7,0,1,0,0,0,0,0,1,1,0,1,1,0,2,2,2,2,1
Cell_0513,0,0,0,1,0,0,0,0,2,9,6,10,8,1,1,0,1,0,0,0,0,0,0,0,2,0,3,1,0,3,0
Cell_0514,0,0,0,0,0,0,1,1,3,5,4,7,5,1,0,0,1,0,0,0,0,1,0,2,1,2,3,3,0,3,4
Cell_0515,0,0,0,0,0,0,1,0,1,9,8,10,6,0,0,0,1,0,0,0,2,0,2,0,1,0,2,2,0,3,4
Cell_0516,0,0,1,0,0,1,0,1,1,4,6,7,6,0,0,0,2,0,0,0,0,0,0,0,1,1,2,4,0,2,4
Cell_0517,0,0,0,0,0,0,1,0,1,7,7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0
Cell_0518,0,0,0,0,0,0,3,1,2,11,8,6,5,0,0,0,1,1,0,1,0,0,0,1,2,0,1,2,1,1,6
Cell_0519,0,0,1,1,0,0,2,1,4,6,12,3,10,0,1,0,0,0,1,0,0,0,1,1,0,0,2,5,4,2,3
Cell_0520,0,1,1,0,0,2,0,1,0,0,4,6,4,9,5,5,0,0,1,0,2,1,0,0,0,0,2,3,2,2,3
Cell_0521,0,1,0,0,0,2,0,0,0,0,5,2,1,6,2,5,0,0,0,0,0,1,0,0,0,0,4,1,1,2,1
Cell_0522,0,0,0,0,0,0,0,0,0,0,3,5,0,2,5,4,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1
Cell_0523,0,0,0,0,0,0,0,1,0,0,5,2,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
Cell_0524,0,1,0,0,0,2,0,1,1,0,11,6,3,10,10,9,0,0,2,1,0,0,1,0,2,0,1,3,2,5,1
Cell_0525,0,1,0,0,0,1,0,0,0,2,4,6,1,6,3,4,0,0,0,0,0,2,1,0,0,0,4,3,6,1,0
Cell_0526,0,1,3,1,0,1,0,0,1,1,8,5,3,11,12,10,1,1,2,0,2,1,0,0,1,0,2,3,0,3,1
Cell_0527,0,0,0,0,0,0,0,1,0,2,9,3,4,2,4,4,0,0,0,0,1,0,0,2,0,0,1,3,1,6,0
Cell_0528,0,0,1,0,0,0,0,1,0,0,6,8,3,6,2,6,1,0,1,1,0,0,0,0,0,0,2,4,2,1,1
Cell_0529,0,1,0,0,0,2,0,0,0,0,6,2,2,8,6,5,0,0,0,0,0,0,0,0,0,1,3,3,1,2,0
Cell_0530,0,0,0,1,0,0,0,1,0,1,9,9,2,10,7,4,0,0,2,0,0,0,0,0,0,0,3,1,4,2,1
Cell_0531,0,0,0,0,0,0,1,0,0,1,4,7,2,5,4,8,1,0,0,1,0,0,0,0,0,0,1,1,2,2,3
Cell_0532,0,0,0,0,1,1,0,1,0,0,4,3,0,9,2,10,0,0,1,0,0,0,1,0,0,0,4,4,1,1,0
Cell_0533,0,0,0,0,0,0,0,1,0,1,7,4,3,7,5,8,1,0,2,0,0,1,0,1,1,0,2,3,0,0,2
Cell_0534,0,0,0,0,0,1,1,0,0,3,14,8,3,9,9,9,0,1,1,0,1,0,1,0,1,0,6,3,4,1,4
Cell_0535,0,1,0,0,0,1,1,0,0,0,5,4,1,6,4,4,1,0,0,1,1,0,0,0,0,0,0,2,3,6,1
Cell_0536,0,1,0,0,0,0,0,0,0,0,5,4,3,3,6,3,1,0,1,0,0,0,0,0,0,0,2,1,1,1,2
Cell_0537,0,1,1,0,0,0,1,0,0,0,9,4,3,4,5,5,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
Cell_0538,0,0,0,0,0,0,0,0,0,0,12,3,1,3,5,9,0,0,3,0,1,0,0,0,0,0,5,2,0,1,1
Cell_0539,0,0,0,0,0,3,0,4,0,0,1,2,0,4,0,6,0,1,0,0,1,0,0,0,1,0,1,0,1,3,1
Cell_0540,0,0,0,0,0,0,0,0,0,0,5,6,1,1,13,3,0,0,2,0,1,0,1,1,0,0,3,4,2,3,1
Cell_0541,0,1,1,0,0,1,1,0,0,1,4,4,0,9,4,3,0,0,0,0,1,0,0,0,1,0,2,3,5,1,5
Cell_0542,0,0,1,0,0,0,0,1,0,2,9,5,1,2,10,12,0,0,0,0,1,0,0,0,0,0,1,4,3,4,1
Cell_0543,0,0,2,0,0,1,1,0,0,0,7,7,0,4,2,7,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4
Cell_0544,0,0,0,0,0,0,0,0,0,0,2,5,1,8,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,4,2
Cell_0545,0,0,0,0,0,1,1,1,0,1,5,3,0,4,3,4,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
Cell_0546,0,0,0,0,1,0,0,1,1,1,6,8,1,6,11,10,2,0,0,0,1,0,0,0,1,0,1,4,2,3,0
Cell_0547,0,1,2,0,0,2,1,0,0,0,6,6,3,3,5,3,1,0,0,1,0,0,1,1,1,0,1,1,2,1,2
Cell_0548,0,0,0,0,0,1,1,0,0,0,5,8,6,5,8,6,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
Cell_0549,0,0,1,0,0,0,0,0,0,0,5,2,2,2,9,4,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1
Cell_0550,0,1,1,0,0,0,0,2,0,3,3,10,3,2,6,3,1,0,1,0,0,0,0,0,0,0,4,1,0,2,2
Cell_0551,0,0,3,0,0,1,1,1,1,2,8,7,2,3,8,4,1,0,1,0,0,0,0,0,0,0,4,5,3,4,0
Cell_0552,0,0,0,0,0,1,0,2,0,0,4,3,1,5,5,3,0,0,0,0,2,0,0,0,0,0,1,3,2,4,2
Cell_0553,0,1,2,0,0,0,0,1,1,0,7,4,0,3,0,11,2,0,2,1,0,0,0,0,0,0,3,4,5,4,0
Cell_0554,0,0,1,0,0,0,0,0,0,1,8,8,2,11,4,6,0,0,2,0,0,0,0,0,0,0,0,4,1,6,0
Cell_0555,0,0,0,0,0,0,0,1,0,0,2,7,1,6,3,6,0,0,2,0,0,0,0,1,0,0,3,4,1,2,2
Cell_0556,0,0,0,0,0,0,0,1,1,0,1,4,1,7,8,7,1,0,0,0,1,0,0,0,0,0,0,0,1,6,1
Cell_0557,0,0,1,0,0,2,0,1,0,1,8,7,2,9,1,8,2,0,0,0,0,2,0,0,1,1,1,3,3,6,3
Cell_0558,0,0,0,1,0,1,0,0,0,1,5,3,1,6,3,10,1,1,1,0,0,0,0,0,0,0,4,3,0,2,1
Cell_0559,0,2,1,0,0,0,0,0,0,0,8,3,5,7,3,7,1,0,0,1,0,0,0,0,0,0,2,4,4,2,4
Cell_0560,0,0,0,0,0,0,0,3,0,0,6,3,3,5,7,5,1,0,0,0,1,0,0,1,0,0,1,1,4,6,2
Cell_0561,0,0,0,0,0,0,0,0,1,1,8,6,6,3,2,8,0,0,0,0,0,1,0,0,0,0,2,1,4,2,5
Cell_0562,0,0,0,0,0,2,0,2,0,0,6,1,1,4,4,3,0,1,0,0,0,0,0,1,0,0,2,2,3,3,0
Cell_0563,0,1,1,0,0,1,0,0,1,2,14,4,4,9,8,7,0,0,1,0,2,0,2,0,0,0,3,4,1,4,1
Cell_0564,0,0,0,1,0,0,0,0,0,0,4,6,2,5,3,5,1,0,2,0,0,0,0,1,0,0,2,3,3,6,2
Cell_0565,0,0,1,1,0,1,1,0,0,1,6,7,0,5,7,8,0,0,2,0,1,1,0,0,0,0,3,1,3,2,2
Cell_0566,0,0,1,1,0,0,0,1,1,2,6,6,3,7,1,8,0,0,1,0,0,0,0,0,0,0,1,3,0,2,4
Cell_0567,0,1,0,1,0,2,0,2,0,2,10,10,3,6,8,13,2,0,2,0,1,0,0,0,0,0,6,10,3,3,1
Cell_0568,0,1,0,0,0,1,0,0,0,1,5,5,3,6,1,3,0,0,0,0,0,0,0,0,1,0,5,1,5,1,0
Cell_0569,0,0,1,0,0,2,0,1,0,1,14,8,3,9,9,12,0,1,3,0,1,0,2,0,1,0,5,6,3,7,1
Cell_0570,0,0,0,0,0,0,0,0,0,0,7,4,0,5,8,6,0,0,0,0,0,0,0,0,0,0,1,2,1,5,2
Cell_0571,1,0,0,1,0,0,0,1,0,1,5,4,4,9,6,7,1,0,1,0,1,0,1,1,1,0,5,3,2,2,1
Cell_0572,0,0,0,0,0,2,1,3,0,0,7,5,3,7,6,5,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0
Cell_0573,0,0,0,0,0,0,0,1,0,0,5,4,2,3,0,6,0,0,0,1,0,1,0,0,0,0,1,2,2,0,0
Cell_0574,0,0,0,1,0,1,1,1,0,3,7,7,3,8,4,10,2,0,1,0,0,0,0,0,1,0,5,3,1,0,4
Cell_0575,0,1,0,0,0,0,0,3,1,2,5,6,2,8,8,8,0,0,2,0,0,0,1,0,0,0,5,2,0,6,1
Cell_0576,0,0,0,0,0,0,0,0,0,0,6,8,3,10,5,14,2,0,0,0,0,1,0,0,0,0,3,2,1,2,1
Cell_0577,0,0,0,1,0,1,0,1,0,0,8,4,0,9,6,5,0,0,1,0,0,0,0,0,0,0,2,2,3,3,1
Cell_0578,0,0,0,0,0,2,1,1,0,2,5,12,1,4,5,4,0,0,1,1,0,0,0,0,0,0,2,3,2,4,1
Cell_0579,0,1,0,0,0,1,0,1,0,1,14,5,2,3,5,8,1,0,0,0,0,0,0,1,0,0,1,2,1,4,0
Cell_0580,0,1,1,0,0,1,0,0,0,0,4,4,2,6,5,2,0,0,0,1,1,0,1,1,0,0,2,1,2,4,1
Cell_0581,0,0,0,0,0,1,0,0,0,2,11,6,4,8,12,11,1,0,0,1,1,0,0,0,1,0,5,4,4,4,1
Cell_0582,0,0,0,0,0,0,0,0,0,1,6,4,4,6,8,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
Cell_0583,0,0,0,0,0,1,0,0,0,2,9,1,1,4,4,5,0,0,1,1,2,0,1,0,0,0,1,3,3,0,2
Cell_0584,0,1,0,1,0,1,1,1,0,1,7,8,5,5,14,7,0,1,3,0,0,0,0,0,1,0,1,2,2,1,4
Cell_0585,0,0,1,0,0,2,0,0,0,0,3,3,2,1,3,5,0,0,1,0,0,0,1,0,0,0,5,2,3,3,0
Cell_0586,0,0,1,0,0,0,1,1,1,1,7,5,1,6,11,12,0,0,1,0,2,0,0,0,0,0,3,0,2,3,2
Cell_0587,0,0,0,0,0,1,0,1,0,1,4,5,0,6,2,6,0,0,0,0,0,0,0,0,0,0,4,1,2,4,1
Cell_0588,0,1,1,0,0,3,0,0,0,1,10,15,1,17,8,12,0,0,2,0,1,1,0,0,0,0,3,3,2,5,1
Cell_0589,0,0,0,0,0,0,0,1,0,0,7,5,2,6,4,9,1,0,2,0,0,0,0,0,1,0,1,2,1,0,4
Cell_0590,0,0,1,0,0,3,0,1,0,1,5,7,1,5,5,1,0,0,1,0,0,0,0,0,1,0,1,3,3,5,1
Cell_0591,0,0,0,0,0,2,1,2,0,1,5,7,0,8,3,4,0,1,1,0,0,0,0,0,0,0,2,2,0,1,2
Cell_0592,0,0,0,0,0,0,1,1,0,1,9,2,2,4,11,9,0,0,0,0,0,0,0,0,0,0,5,1,4,1,3
Cell_0593,0,0,0,0,0,1,0,2,0,0,8,12,2,11,9,12,0,0,1,0,3,0,0,0,0,0,5,4,3,4,2
Cell_0594,0,1,0,0,0,2,0,2,0,1,3,16,2,4,9,8,2,0,2,0,0,0,0,0,0,0,8,2,1,2,1
Cell_0595,0,1,1,0,0,1,0,1,0,0,3,9,1,3,7,3,0,0,0,0,0,0,1,1,0,0,2,2,4,1,2
Cell_0596,0,0,0,0,0,0,1,1,1,1,3,7,1,7,2,3,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2
Cell_0597,0,0,0,0,0,4,0,1,0,1,6,4,1,8,5,4,0,0,0,0,0,0,0,0,0,0,3,3,4,4,2
